,attendee_id,country,attend_as,field
3601,A03707,Japan,Student,
3602,A03708,Japan,Student,
3603,A03709,Japan,Student,0
3604,A03710,Japan,Student,
3605,A03711,Japan,Student,
3606,A03712,Japan,Student,
3607,A03713,Japan,Student,
3608,A03714,Japan,Student,7
3609,A03715,Japan,Student,
3610,A03716,Japan,Student,
3611,A03717,Japan,Student,
3612,A03718,Japan,Student,
3613,A03719,Japan,Student,
3614,A03720,Japan,Student,
3615,A03721,Japan,Student,
3616,A03722,Japan,General,
3617,A03723,Brazil,Student,3
3618,A03724,Australia,General,14
3619,A03725,South Africa,General,
3620,A03726,Argentine,Student,
3621,A03727,Korea,Student,
3622,A03728,Korea,Student,
3623,A03729,Korea,Student,
3624,A03730,Korea,Student,
3625,A03731,Japan,Student,
3626,A03732,Turkey,Accompanying guest,
3627,A03733,Italy,General,14
3628,A03734,China,General,
3629,A03735,United States of America,General,15
3630,A03736,Japan,Student,
3631,A03737,Japan,Student,
3632,A03738,Japan,Student,
3633,A03739,Japan,Student,
3634,A03740,Japan,Student,
3635,A03741,Japan,Student,3
3636,A03742,Japan,Student,
3637,A03743,Japan,Student,
3638,A03744,Japan,Student,
3639,A03745,Japan,Student,
3640,A03746,Kenya,General,
3641,A03747,Japan,Guest (*このカテゴリは選択しないでください),
3642,A03748,Japan,Guest (*このカテゴリは選択しないでください),
3643,A03749,Japan,Guest (*このカテゴリは選択しないでください),
3644,A03750,China,General,3
3645,A03751,Japan,Guest (*このカテゴリは選択しないでください),
3646,A03752,Japan,Guest (*このカテゴリは選択しないでください),
3647,A03753,Japan,Guest (*このカテゴリは選択しないでください),
3648,A03754,Japan,Guest (*このカテゴリは選択しないでください),
3649,A03755,Japan,Guest (*このカテゴリは選択しないでください),
3650,A03756,Japan,Guest (*このカテゴリは選択しないでください),3
3651,A03757,Japan,Guest (*このカテゴリは選択しないでください),
3652,A03758,Japan,Guest (*このカテゴリは選択しないでください),
3653,A03759,Japan,Guest (*このカテゴリは選択しないでください),0
3654,A03760,China,Student,
3655,A03761,Kenya,Developing country (*上記注釈をご参照ください),11
3656,A03762,Canada,General,8
3657,A03763,Japan,Guest (*このカテゴリは選択しないでください),0
3658,A03764,Japan,Guest (*このカテゴリは選択しないでください),
3659,A03765,Japan,Guest (*このカテゴリは選択しないでください),14
3660,A03766,Japan,Guest (*このカテゴリは選択しないでください),6
3661,A03767,China,General,16
3662,A03768,Japan,Student,18
3663,A03769,South Africa,General,
3664,A03770,Italy,General,
3665,A03771,United States of America,General,
3666,A03772,Canada,Accompanying guest,5
3667,A03773,Portugal,General,
3668,A03774,Japan,Student,
3669,A03775,Japan,General,7
3670,A03776,China,General,
3671,A03777,China,Developing country (*上記注釈をご参照ください),
3672,A03778,China,General,
3673,A03780,United States of America,General,4
3674,A03781,Japan,General,15
3675,A03782,China,Student,
3676,A03783,China,Developing country (*上記注釈をご参照ください),
3677,A03784,Japan,General,
3678,A03785,China,General,20
3679,A03786,China,General,20
3680,A03787,Japan,General,14
3681,A03788,Japan,General,
3682,A03789,Japan,General,0
3683,A03790,Japan,General,
3684,A03791,Japan,Student,0
3685,A03792,Japan,Student,
3686,A03793,Japan,Student,0
3687,A03794,Brazil,General,14
3688,A03795,United States of America,General,
3689,A03796,Japan,General,18
3690,A03797,Japan,General,
3691,A03798,Japan,Student,
3692,A03799,China,General,18
3693,A03800,Japan,General,14
3694,A03801,Japan,Accompanying guest,
3695,A03802,Japan,General,0
3696,A03803,Japan,General,14
3697,A03804,Germany,Accompanying guest,
3698,A03805,United States of America,Guest (*このカテゴリは選択しないでください),
3699,A03806,Japan,General,15
3700,A03807,Japan,Student,18
3701,A03808,Korea,General,18
3702,A03809,Taiwan,General,
3703,A03810,China,General,
3704,A03811,Croatia,Student,0
3705,A03812,China,General,
3706,A03813,United States of America,General,
3707,A03814,China,General,
3708,A03815,United States of America,General,14
3709,A03816,United States of America,Student,10
3710,A03817,United States of America,General,
3711,A03818,Japan,General,
3712,A03819,United States of America,General,
3713,A03820,Thailand,General,11
3714,A03821,Argentine,General,7
3715,A03822,Kenya,General,13
3716,A03823,Japan,General,16
3717,A03825,Japan,Guest (*このカテゴリは選択しないでください),20
3718,A03826,Japan,Guest (*このカテゴリは選択しないでください),
3719,A03827,China,General,
3720,A03828,Japan,General,3
3721,A03829,Japan,General,14
3722,A03830,Greece,General,
3723,A03831,China,General,
3724,A03833,China,General,
3725,A03834,China,Student,7
3726,A03835,United States of America,General,13
3727,A03836,United States of America,Accompanying guest,
3728,A03837,Japan,General,
3729,A03838,United States of America,General,
3730,A03839,United States of America,General,
3731,A03840,United States of America,Accompanying guest,
3732,A03841,Brazil,General,3
3733,A03842,United States of America,Accompanying guest,
3734,A03843,Japan,General,14
3735,A03844,Korea,Student,7
3736,A03845,United States of America,Accompanying guest,
3737,A03846,United States of America,General,18
3738,A03847,Korea,General,
3739,A03848,Korea,General,
3740,A03849,South Africa,General,3
3741,A03850,Germany,Student,17
3742,A03851,Australia,General,
3743,A03852,UK,General,
3744,A03853,China,General,0
3745,A03854,Japan,Student,14
3746,A03855,Myanmar,Student,20
3747,A03856,Nigeria,General,
3748,A03857,South Africa,Student,
3749,A03858,United States of America,General,
3750,A03859,Japan,General,
3751,A03860,China,General,7
3752,A03861,United States of America,Accompanying guest,
3753,A03862,Japan,General,20
3754,A03863,Brazil,General,4
3755,A03864,United States of America,General,
3756,A03865,United States of America,General,
3757,A03866,Japan,General,
3758,A03867,Japan,General,15
3759,A03868,UK,General,
3760,A03869,Hungary,General,5
3761,A03870,Korea,Student,16
3762,A03871,UK,Student,8
3763,A03872,United States of America,General,
3764,A03873,South Africa,General,
3765,A03874,Japan,General,14
3766,A03875,Japan,General,15
3767,A03876,India,General,15
3768,A03877,Japan,General,19
3769,A03878,Thailand,General,12
3770,A03879,Germany,Accompanying guest,
3771,A03880,United States of America,General,0
3772,A03881,Germany,General,
3773,A03882,United States of America,General,14
3774,A03883,Australia,General,3
3775,A03884,Czech Republic,General,
3776,A03885,Italy,General,3
3777,A03886,Japan,General,7
3778,A03887,United States of America,General,
3779,A03888,United States of America,Accompanying guest,
3780,A03889,Japan,General,
3781,A03890,Japan,Student,0
3782,A03891,Pakistan,General,
3783,A03892,Italy,General,
3784,A03893,Taiwan,General,3
3785,A03894,Japan,General,
3786,A03895,Philippines,Developing country (*上記注釈をご参照ください),
3787,A03896,United States of America,General,13
3788,A03897,Japan,General,
3789,A03898,Japan,General,13
3790,A03900,China,General,
3791,A03901,China,General,
3792,A03902,China,General,
3793,A03903,Japan,Student,0
3794,A03904,UK,General,7
3795,A03905,Taiwan,General,14
3796,A03906,Japan,Student,7
3797,A03907,Japan,Student,18
3798,A03908,Thailand,General,15
3799,A03909,Japan,General,
3800,A03910,United States of America,Accompanying guest,
3801,A03911,United States of America,General,14
3802,A03912,Korea,General,18
3803,A03913,Japan,General,0
3804,A03914,United States of America,General,14
3805,A03915,Japan,General,
3806,A03916,Japan,General,19
3807,A03917,China,General,
3808,A03918,China,General,7
3809,A03919,Japan,General,18
3810,A03920,UK,General,17
3811,A03921,Japan,General,
3812,A03922,Japan,General,
3813,A03923,Japan,General,7
3814,A03924,Japan,General,0
3815,A03925,Japan,General,
3816,A03926,UK,General,
3817,A03927,Japan,Student,5
3818,A03928,Japan,Student,7
3819,A03929,Taiwan,General,
3820,A03930,Thailand,General,18
3821,A03931,Japan,General,20
3822,A03932,Japan,General,14
3823,A03933,Japan,General,15
3824,A03934,Japan,General,
3825,A03935,China,General,
3826,A03936,Japan,General,18
3827,A03937,Japan,Student,7
3828,A03938,Japan,General,7
3829,A03939,Israel,Accompanying guest,
3830,A03940,Japan,Student,14
3831,A03941,Korea,General,10
3832,A03942,Japan,General,13
3833,A03943,Taiwan,Student,
3834,A03944,Taiwan,General,3
3835,A03945,Taiwan,Student,3
3836,A03946,China,General,
3837,A03947,Japan,General,
3838,A03948,Germany,General,18
3839,A03949,Greece,General,
3840,A03950,Singapore,General,20
3841,A03951,Japan,General,7
3842,A03952,United States of America,General,
3843,A03953,Korea,Student,10
3844,A03954,Japan,General,0
3845,A03955,Japan,General,
3846,A03956,United States of America,General,14
3847,A03958,Korea,General,4
3848,A03959,Japan,General,15
3849,A03960,Korea,General,10
3850,A03961,Japan,Student,
3851,A03962,Japan,General,
3852,A03963,Japan,General,
3853,A03964,Japan,Student,
3854,A03965,United States of America,Student,
3855,A03966,United States of America,Student,18
3856,A03967,Canada,General,
3857,A03968,United States of America,General,0
3858,A03969,United States of America,General,
3859,A03970,Japan,General,
3860,A03971,Japan,General,19
3861,A03972,Japan,Student,3
3862,A03973,Japan,Student,11
3863,A03974,Japan,General,
3864,A03975,Japan,General,6
3865,A03976,United States of America,General,20
3866,A03977,Japan,General,20
3867,A03978,Japan,Student,10
3868,A03979,Japan,General,
3869,A03980,Korea,Student,
3870,A03981,Korea,Student,
3871,A03982,Japan,Student,7
3872,A03983,Korea,Student,
3873,A03984,Japan,General,
3874,A03985,Korea,Student,10
3875,A03986,Denmark,Student,7
3876,A03987,Japan,General,16
3877,A03988,Japan,General,7
3878,A03989,Japan,Accompanying guest,20
3879,A03990,Japan,Accompanying guest,
3880,A03991,Japan,Student,20
3881,A03992,Japan,General,
3882,A03993,Japan,General,15
3883,A03994,Japan,Student,
3884,A03995,Taiwan,General,
3885,A03996,Japan,Student,
3886,A03997,Japan,General,0
3887,A03998,Italy,Student,
3888,A03999,United States of America,Accompanying guest,
3889,A04000,United States of America,General,7
3890,A04001,United States of America,General,
3891,A04002,United States of America,General,0
3892,A04003,Japan,General,18
3893,A04004,Japan,General,18
3894,A04005,Tanzania,(On-Site)Developing Countries (*上記注釈をご参照ください),13
3895,A04006,Japan,(On-Site)General,
3896,A04007,Japan,(On-Site)Students,6
3897,A04008,Japan,(On-Site)General,12
3898,A04009,United States of America,(On-Site)General,8
3899,A04010,Germany,(On-Site)General,3
3900,A04011,Japan,(On-Site)General,0
3901,A04012,Japan,(On-Site)General,2
3902,A04013,Taiwan,(On-Site)Students,
3903,A04015,Japan,(On-Site)General,18
3904,A04016,Germany,(On-Site)General,
3905,A04017,United States of America,(On-Site)General,20
3906,A04018,Japan,Guest (*このカテゴリは選択しないでください),7
3907,A04019,Germany,Guest (*このカテゴリは選択しないでください),
3908,A04020,United States of America,(On-Site)General,
3909,A04021,Canada,(On-Site)Accompaying guest,
3910,A04022,Japan,(On-Site)Students,18
3911,A04023,United States of America,(On-Site)Accompaying guest,
3912,A04024,Nigeria,(On-Site)General,
3913,A04025,United States of America,(On-Site)Students,7
3914,A04026,Australia,(On-Site)General,
3915,A04027,Japan,(On-Site)Accompaying guest,
3916,A04028,Japan,(On-Site)Accompaying guest,
3917,A04029,Belgium,(On-Site)General,10
3918,A04030,United States of America,(On-Site)General,
3919,A04031,United States of America,(On-Site)General,
3920,A04032,Italy,(On-Site)General,14
3921,A04033,Japan,(On-Site)General,6
3922,A04034,United States of America,(On-Site)General,18
3923,A04035,Japan,(On-Site)General,
3924,A04036,India,(On-Site)Developing Countries (*上記注釈をご参照ください),
3925,A04037,Japan,(On-Site)General,20
3926,A04038,Taiwan,(On-Site)General,19
3927,A04039,Japan,(On-Site)Students,20
3928,A04040,Japan,(On-Site)General,7
3929,A04041,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,20
3930,A04042,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,2
3931,A04043,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,5
3932,A04044,Japan,(On-Site)Students,13
3933,A04045,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,20
3934,A04046,Korea,(On-Site)Students,10
3935,A04047,Korea,(On-Site)General,
3936,A04048,UK,(On-Site)General,
3937,A04049,Korea,(On-Site)General,
3938,A04050,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,8
3939,A04051,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,
3940,A04052,Japan,(On-Site)Students,14
3941,A04053,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,5
3942,A04054,Japan,(On-Site)General,
3943,A04055,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,14
3944,A04056,United States of America,Guest (*このカテゴリは選択しないでください),
3945,A04057,Ecuador,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,
3946,A04058,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,
3947,A04059,Japan,(On-Site)Students,
3948,A04060,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,
3949,A04061,Taiwan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,
3950,A04062,Japan,(On-Site)General,14
3951,A04063,Japan,(On-Site)General,16
3952,A04065,United States of America,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,
3953,A04066,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,
3954,A04067,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,18
3955,A04068,Japan,(On-Site)General,
3956,A04069,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,
3957,A04070,Korea,(On-Site)General,7
3958,A04071,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,7
3959,A04072,Korea,(On-Site)General,7
3960,A04073,Korea,(On-Site)General,
3961,A04074,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,20
3962,A04075,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,
3963,A04076,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,
3964,A04077,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,3
3965,A04078,United States of America,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,
3966,A04079,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,
3967,A04080,Japan,(On-Site)General,8
3968,A04081,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,0
3969,A04083,Japan,(On-Site)Students,20
3970,A04084,Italy,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,
3971,A04085,Japan,One Day Pass *1日券を購入する場合、この項目にチェックを入れたうえで次の質問で来場日を選択してください。,
